wavelength,B,G,R
883,0.4313466374298971,0.4141589110632126,0.4251915773675615
884,0.4297089708728744,0.411552262475683,0.422970726106667
885,0.4279757018651359,0.4089680194454254,0.420531741190286
886,0.4261059107718016,0.4063936892239288,0.4179448586023595
887,0.4240648669752986,0.4038186288280564,0.41528032393257897
888,0.42186370945087337,0.4012453631072992,0.4126052799257284
889,0.41953418660337927,0.3986821275039572,0.40994592618865877
890,0.4171081451400237,0.3961371805430564,0.40729953306691963
891,0.41461742697345494,0.3936187762945638,0.4046627620736621
892,0.41208900920644276,0.39113184656326866,0.40203246750076527
893,0.4095358443590189,0.38867210972471217,0.3994169027437952
894,0.40696837281414,0.3862337000552009,0.39684189409561893
895,0.4043970349547628,0.38381075183104135,0.39433476836456244
896,0.4018320686298611,0.38139728874384626,0.39192285235895175
897,0.3992767851196355,0.37898381349324284,0.3896297750097218
898,0.3967260102775427,0.3765566600637961,0.38743299795041036
899,0.3941740516190099,0.3741019211516693,0.38527861473629027
900,0.39161521665946464,0.3716056894530257,0.3831121201827794
901,0.38904500213908483,0.3690579479011806,0.38087900910529576
902,0.38646981618227744,0.366482879992402,0.37853512679667084
903,0.38390193199966266,0.3639224245109663,0.3760832656588741
904,0.3813536791465744,0.36141867138129086,0.37353952195803003
905,0.37883738625480134,0.35901370747491473,0.37091999282310834
906,0.3763547045627966,0.3567318623083031,0.36824082827096766
907,0.3738700987817622,0.3545378964819435,0.3655234703031016
908,0.37133994317493535,0.3523840935164614,0.3627990911928061
909,0.3687206120055531,0.35022273693248207,0.36009990835198247
910,0.3659692873520095,0.3480067853149282,0.357458139192532
911,0.36308394813757866,0.3457208114678975,0.3548947265939541
912,0.3601217521109608,0.3433938655945127,0.35238171305455396
913,0.3571445014282552,0.34105833995007,0.34987788661745495
914,0.354213993892634,0.33874662678986567,0.3473420350856938
915,0.3513700602397874,0.3364891888423832,0.34473692104713316
916,0.3485794997446788,0.33429518635508376,0.34207004648357786
917,0.34579395398274665,0.3321605534824481,0.3393770956278732
918,0.34296514217676194,0.3300810260675259,0.3366941927108927
919,0.3400761547786499,0.32805233995336663,0.33405746196350966
920,0.3371893949923057,0.3260700051010504,0.331496245275799
921,0.3343796084694455,0.3241286051786967,0.32901175172638336
922,0.33172154086178546,0.32222248644724993,0.32659789711940257
923,0.3292753717895854,0.32034599516752227,0.32424859724651667
924,0.3270119489813281,0.318493449017777,0.32195776789938574
925,0.32486827246645067,0.3166569855855401,0.31971932486966975
926,0.32278127809931917,0.31482506466014615,0.3175271839490288
927,0.32068797127967374,0.31298579198164556,0.315375260929123
928,0.3185477282867836,0.3111272732900886,0.3132574716016124
929,0.31637423656889324,0.30923822917488153,0.31116773175815693
930,0.31418926617584597,0.30731616963436403,0.3090999571904168
931,0.312014587157485,0.30536516675307396,0.307048063690052
932,0.30987148031600675,0.3033894500401924,0.3050059670487225
933,0.3077688947117351,0.30139324900490055,0.3029675830580885
934,0.305702816624471,0.29938042151704375,0.30092682750981
935,0.3036686167800948,0.2973524333700619,0.298877616195547
936,0.3016616659044866,0.2953098027817707,0.29681386490695966
937,0.2996774481271905,0.29325304560390425,0.2947294894442192
938,0.2977123093498477,0.29118267768819617,0.2926225445340566
939,0.29576299117454596,0.2890992148863804,0.2905070132075115
940,0.29382623728162327,0.28700317305019085,0.2884007096215724
941,0.29189879161750426,0.2848950680313615,0.2863214479332278
942,0.2899777368612397,0.282775415681626,0.28428679560990167
943,0.288061157692266,0.28064473185271843,0.2822984111407771
944,0.2861473231808226,0.2785035323963726,0.2803326352182765
945,0.2842345023971491,0.2763523331643224,0.278363551788814
946,0.2823208775977461,0.27419165000830165,0.27636524479880337
947,0.28040147636805335,0.2720219987800443,0.2743136613435356
948,0.27846735129579253,0.26984389533128417,0.27220921489234334
949,0.2765093013369948,0.2676578555137552,0.2700695477669749
950,0.2745181254476913,0.2654643951791913,0.26791266188901686
951,0.27248579188907307,0.26326403017932626,0.2657565591800559
952,0.2704154647545277,0.26105727636589393,0.26361568714363015
953,0.2683165350420123,0.25884464959062836,0.2614876924462646
954,0.26619846073269227,0.2566266657052632,0.25936526256112097
955,0.26407069975684083,0.25440384056153253,0.2572410842381781
956,0.26194105794977146,0.2521766900111701,0.2551078687804582
957,0.2598113434803773,0.2499457299059099,0.2529611520782636
958,0.25768200390534585,0.24771147609748578,0.25080187879617566
959,0.2555534867813642,0.24547444443763153,0.2486316044200372
960,0.25342616095298,0.24323515077808108,0.24645188443569138
961,0.25129598714561097,0.24099411097056833,0.24426426029327628
962,0.2491522685105868,0.23875184086682716,0.2420700322668756
963,0.24698375548202733,0.23650885631859142,0.23987029762210357
964,0.24477919849405214,0.23426567317759503,0.23766614729347982
965,0.24252904428047697,0.23202280729557181,0.23545867221552383
966,0.24024440397873068,0.22978077452425574,0.23324926519965633
967,0.23795018344787167,0.2275400907153806,0.23104107179144762
968,0.23567154017746078,0.22530127172068026,0.22883786852351104
969,0.23343363165705883,0.22306483339188868,0.22664343276429647
970,0.2312531761532398,0.2208312915807397,0.22446151983502138
971,0.22910939394709487,0.21860116213896724,0.22229039361406625
972,0.22697109417029543,0.2163749609183051,0.22011563777421236
973,0.22480708555153187,0.21415320377048724,0.21792105190714084
974,0.22258636290371817,0.21193640654724746,0.21569043560453274
975,0.22029559658050235,0.2097250851003197,0.21340858339740273
976,0.21795344842380557,0.2075197552814378,0.2110833144361736
977,0.21558194945221262,0.2053209329423357,0.2087455511057512
978,0.2132031306843082,0.20312913393474719,0.20642722645344724
979,0.21083799544130744,0.20094453973910648,0.2041602735265735
980,0.20849135779008868,0.19876219723268346,0.2019699337209827
981,0.20615514054948894,0.19657313235465299,0.19983353878995042
982,0.20382090919060158,0.19436826358776094,0.1977075375647392
983,0.20148022918451988,0.19213850941475324,0.19554829238149762
984,0.19912710073016454,0.1898766968752045,0.19331219000722455
985,0.19676875468113833,0.18758583849405894,0.19097506315237375
986,0.19441689462083522,0.1852723308187436,0.1885671383322211
987,0.19208322764629734,0.1829425726511935,0.18612807990169483
988,0.18977938374125325,0.18060295691898864,0.18369755221572318
989,0.18750251575289717,0.17825884746198262,0.18131521962923441
990,0.18521834985808014,0.17591341017364345,0.17902074649715677
991,0.18288849219754028,0.17356952818147847,0.1768537971744185
992,0.18047454891201586,0.17123008461299496,0.17485403601594784
993,0.17794100544729474,0.16889887406013088,0.1730611273766731
994,0.17531243361353677,0.1665982214830683,0.17151473561152247
995,0.17267026750962375,0.16436772342069275,0.17025452507542418
996,0.1700981751094769,0.16224763572777226,0.16932016012330653
997,0.1676798243870176,0.16027821425907482,0.1687513051100978
998,0.16549888331616713,0.15849971486936856,0.16858762439072617
999,0.1636390198708468,0.15695239341342143,0.16886878232011993
1000,0.16218390202497796,0.1556765057460016,0.16963444325320728
