wv,Eu,Er,Ho,Tb,Sm,Dy,Tm
606.82,0.00054552,7.64E-05,5.04E-05,5.37E-05,0.0063731,0.00048644,0.00022483
607.05,0.00054394,7.41E-05,5.11E-05,5.84E-05,0.0061741,0.00048116,0.00022542
607.28,0.00054255,7.46E-05,4.75E-05,5.76E-05,0.0059371,0.00048953,0.00022935
607.51,0.00054117,7.72E-05,5.32E-05,5.90E-05,0.0056999,0.0004979,0.0002271
607.74,0.00054399,7.33E-05,5.30E-05,6.09E-05,0.0054628,0.00050627,0.00021841
607.97,0.00054962,7.24E-05,5.66E-05,6.34E-05,0.0052691,0.00049162,0.00021795
608.2,0.00055204,7.90E-05,5.42E-05,5.77E-05,0.0050867,0.00047099,0.00022378
608.43,0.00055534,8.31E-05,4.59E-05,5.37E-05,0.0049043,0.00045035,0.00022517
608.66,0.00055628,8.49E-05,6.81E-05,0.00010153,0.0047285,0.00044788,0.00022567
608.89,0.00055906,8.96E-05,7.02E-05,0.0001058,0.0045607,0.00046762,0.0002262
609.12,0.00056433,9.30E-05,7.09E-05,0.00011581,0.0043929,0.00048736,0.00022733
609.34,0.00056608,9.11E-05,7.36E-05,0.00011698,0.0042284,0.00050411,0.00022729
609.57,0.00057537,9.75E-05,7.55E-05,0.00011823,0.0040917,0.00049573,0.00022559
609.8,0.00058364,0.00010115,7.50E-05,0.00012377,0.0039549,0.00048735,0.00022455
610.03,0.0005998,0.00010379,7.44E-05,0.00012387,0.0038182,0.00047898,0.0002284
610.26,0.00061516,0.00010143,7.20E-05,0.00011763,0.0036996,0.00048271,0.00022692
610.49,0.00063434,9.50E-05,7.68E-05,0.00012284,0.0035865,0.00049019,0.00021782
610.72,0.00066433,9.17E-05,8.28E-05,0.00012901,0.0034734,0.00049767,0.00021889
610.95,0.00069878,9.07E-05,6.13E-05,8.46E-05,0.0033489,0.00051147,0.00021716
611.18,0.00074864,8.90E-05,6.42E-05,8.80E-05,0.0032089,0.00053391,0.00023453
611.41,0.00080426,8.59E-05,5.70E-05,7.71E-05,0.0030688,0.00055635,0.00023427
611.64,0.0008733,8.61E-05,4.75E-05,6.25E-05,0.0029311,0.00057563,0.0002338
611.87,0.00094794,8.41E-05,4.88E-05,6.69E-05,0.0028207,0.00055858,0.00023371
612.09,0.00106,8.18E-05,4.35E-05,5.55E-05,0.0027103,0.00054152,0.00023769
612.32,0.0011707,8.31E-05,4.50E-05,6.15E-05,0.0025998,0.00052445,0.00023653
612.55,0.0013161,8.59E-05,4.34E-05,5.99E-05,0.002521,0.00051889,0.00023453
612.78,0.0015226,8.69E-05,4.40E-05,6.53E-05,0.0024533,0.0005174,0.00023516
613.01,0.0018205,9.17E-05,4.55E-05,6.06E-05,0.0023857,0.0005159,0.00021509
613.24,0.0022821,9.27E-05,4.33E-05,6.11E-05,0.0023081,0.00051906,0.00021623
613.47,0.0029839,9.76E-05,4.24E-05,5.79E-05,0.0022156,0.00052923,0.00019998
613.7,0.003988,0.00011029,4.85E-05,7.02E-05,0.0021231,0.00053942,0.00020331
613.93,0.0052644,0.00011272,5.73E-05,8.80E-05,0.0020322,0.00054844,0.00020141
614.16,0.0066882,0.00011477,5.33E-05,9.28E-05,0.0019678,0.00053886,0.00019683
614.39,0.0081434,0.00012308,5.65E-05,0.00010947,0.0019034,0.00052927,0.00019423
614.62,0.0095863,0.00012582,5.50E-05,0.00010987,0.0018391,0.00051969,0.00019536
614.85,0.010944,0.00013104,5.44E-05,0.00011452,0.0017824,0.000517,0.00019999
615.08,0.012212,0.00013403,5.46E-05,0.00011291,0.0017288,0.000517,0.00020174
615.31,0.013353,0.000137,5.56E-05,0.00012215,0.0016752,0.000517,0.00022034
615.54,0.014311,0.00014465,5.93E-05,0.00012447,0.0016289,0.00051643,0.00022236
615.76,0.014992,0.00014639,5.30E-05,0.00013305,0.0015944,0.00051493,0.00022185
615.99,0.01536,0.00013815,5.41E-05,0.00013917,0.00156,0.00051344,0.00021474
616.22,0.015403,0.00014151,5.14E-05,0.00015297,0.0015275,0.00051215,0.00021602
616.45,0.015235,0.00014473,5.52E-05,0.00017777,0.0015388,0.00051575,0.0002202
616.68,0.014892,0.00014144,5.50E-05,0.00021094,0.0015502,0.00051934,0.00021694
616.91,0.014379,0.00014518,5.36E-05,0.00026807,0.0015616,0.00052294,0.00021788
617.14,0.013764,0.00013872,5.11E-05,0.00035451,0.001546,0.00052084,0.00021487
617.37,0.013087,0.00013684,4.98E-05,0.00045399,0.001519,0.00051634,0.00021225
617.6,0.012373,0.00013132,4.65E-05,0.00056946,0.0014921,0.00051185,0.00020957
617.83,0.011613,0.0001282,4.49E-05,0.00070548,0.0014575,0.00050493,0.00020641
618.06,0.010808,0.00012575,4.91E-05,0.000854,0.0014099,0.00049384,0.00020693
618.29,0.009962,0.00012451,4.93E-05,0.0010191,0.0013622,0.00048276,0.00020864
618.52,0.0091041,0.00011961,5.22E-05,0.0011918,0.0013166,0.00047156,0.00021018
618.75,0.0082279,0.00011322,4.99E-05,0.0013765,0.0013373,0.00045687,0.00020962
618.98,0.0073775,0.0001124,5.40E-05,0.0015721,0.001358,0.00044218,0.00020965
619.21,0.0066273,0.00010846,5.48E-05,0.0017831,0.0013786,0.0004275,0.00021031
619.44,0.0059663,0.00010072,5.50E-05,0.0020031,0.0013631,0.00043403,0.00019548
619.67,0.0053398,9.66E-05,4.98E-05,0.0022405,0.0013317,0.00044991,0.00019932
619.9,0.0047368,9.31E-05,4.72E-05,0.0024767,0.0013002,0.00046581,0.00020093
620.13,0.0041675,8.37E-05,4.34E-05,0.0026925,0.0012825,0.00047493,0.00019892
620.36,0.0036443,8.18E-05,4.15E-05,0.0028798,0.0012893,0.00047193,0.00019268
620.59,0.0031523,7.89E-05,3.76E-05,0.0030177,0.0012962,0.00046893,0.00019375
620.82,0.0026943,7.97E-05,3.80E-05,0.0031257,0.0013016,0.000466,0.00019326
621.05,0.0022961,7.69E-05,3.82E-05,0.0031852,0.001241,0.000466,0.00019206
621.27,0.0019672,7.21E-05,3.65E-05,0.0032153,0.0011804,0.000466,0.00019045
621.5,0.001705,6.21E-05,3.96E-05,0.0031964,0.0011198,0.000466,0.00018758
621.73,0.0015015,6.07E-05,3.98E-05,0.0031085,0.0011287,0.00046104,0.00019717
621.96,0.0013408,6.26E-05,4.23E-05,0.002975,0.0011689,0.00045384,0.00019312
622.19,0.0012212,6.86E-05,4.81E-05,0.0028015,0.0012091,0.00044664,0.00019385
622.42,0.0011283,7.28E-05,5.34E-05,0.0025969,0.0012365,0.00043615,0.00019375
622.65,0.0010569,7.23E-05,5.26E-05,0.0023835,0.0012407,0.00041965,0.00019421
622.88,0.00099662,7.31E-05,5.68E-05,0.0021997,0.0012449,0.00040315,0.00019185
623.11,0.00095582,7.51E-05,5.17E-05,0.0020307,0.0012483,0.00038751,0.0001913
623.34,0.00092324,7.69E-05,5.08E-05,0.0018927,0.0012174,0.00041152,0.00019201
623.57,0.00089463,7.36E-05,5.40E-05,0.001754,0.0011865,0.00043552,0.00019222
623.8,0.0008736,8.09E-05,5.67E-05,0.0016075,0.0011556,0.00045953,0.00019307
624.03,0.00085786,8.58E-05,6.37E-05,0.0014729,0.0011683,0.00046204,0.00019438
624.26,0.00085382,7.23E-05,6.62E-05,0.0013245,0.0012007,0.00045484,0.00019183
624.49,0.00084606,6.92E-05,7.09E-05,0.0011876,0.0012331,0.00044764,0.00018789
624.72,0.00084614,6.63E-05,7.07E-05,0.0010655,0.0012583,0.00044129,0.00018751
624.95,0.00084537,5.93E-05,7.50E-05,0.00095809,0.0012703,0.00043649,0.00018819
625.18,0.0008435,5.87E-05,7.78E-05,0.00085298,0.0012823,0.00043169,0.0001871
625.41,0.00084671,5.39E-05,8.61E-05,0.00073783,0.0012951,0.00042718,0.00018115
625.64,0.00085152,4.85E-05,9.03E-05,0.00061442,0.0013395,0.00043438,0.00017747
625.87,0.00086998,3.61E-05,8.98E-05,0.00049217,0.0013839,0.00044158,0.00017062
626.1,0.00090073,3.31E-05,8.90E-05,0.00039659,0.0014283,0.00044879,0.00017114
626.33,0.00093971,3.24E-05,9.08E-05,0.00032189,0.001488,0.00044392,0.00017441
626.56,0.00099014,4.77E-05,9.92E-05,0.0002747,0.0015543,0.00043372,0.00017924
626.79,0.001046,3.66E-05,0.0001067,0.00024092,0.0016207,0.00042351,0.00017493
627.02,0.0010972,3.65E-05,0.00010851,0.00021535,0.0016761,0.00041548,0.00017671
627.25,0.001152,4.52E-05,0.00011209,0.00019823,0.0017125,0.00041127,0.00018072
627.48,0.0011962,4.10E-05,0.00011664,0.00017906,0.0017488,0.00040707,0.00017836
627.71,0.0012291,3.67E-05,0.00011611,0.00017018,0.001786,0.00040312,0.00018089
627.94,0.0012552,3.98E-05,0.00012171,0.0001636,0.0018503,0.00040672,0.00018251
628.17,0.0012601,5.46E-05,0.00012549,0.00016087,0.0019146,0.00041032,0.00019064
628.4,0.0012431,5.03E-05,0.00012821,0.00015397,0.0019788,0.00041393,0.00018561
628.63,0.0012099,5.27E-05,0.0001322,0.00015542,0.0020353,0.0004093,0.00018254
628.86,0.0011544,4.77E-05,0.00012938,0.00014157,0.0020885,0.00040119,0.00017935
629.09,0.0010897,5.73E-05,0.00012125,0.00013538,0.0021417,0.00039308,0.00018135
629.32,0.0010184,6.04E-05,0.000121,0.00013949,0.0022021,0.00038946,0.0001764
629.55,0.00094208,5.64E-05,0.00012539,0.0001389,0.0022748,0.00039336,0.00017033
629.78,0.00087459,6.03E-05,0.00012374,0.00014223,0.0023475,0.00039727,0.00017234
630.01,0.00080892,6.15E-05,0.00013257,0.00014325,0.0024207,0.00040084,0.00016546
630.24,0.00074723,5.92E-05,0.00013442,0.00013739,0.0025039,0.00039723,0.00016293
630.47,0.0006964,6.16E-05,0.0001381,0.0001349,0.0025872,0.00039363,0.00015968
630.7,0.00064989,6.97E-05,0.00014464,0.00013921,0.0026704,0.00039002,0.00016057
630.93,0.00060971,6.51E-05,0.00015202,0.00013319,0.0027831,0.00038814,0.00014148
631.16,0.00057651,7.01E-05,0.00015465,0.00014019,0.0029076,0.00038694,0.00026075
631.39,0.00053814,6.72E-05,0.00016766,0.00014295,0.003032,0.00038573,0.00026218
631.62,0.00050852,6.77E-05,0.00017779,0.00013787,0.0031602,0.00038371,0.00026996
631.85,0.00047596,7.00E-05,0.0001811,0.00013693,0.0032942,0.00038041,0.00027458
632.08,0.00044329,7.14E-05,0.0001925,0.00013268,0.0034282,0.0003771,0.00027343
632.31,0.00041199,7.41E-05,0.00019766,0.0001324,0.0035626,0.00037449,0.00027831
632.54,0.00037777,7.82E-05,0.00021152,0.00013366,0.0037008,0.0003823,0.00028036
632.77,0.00035013,7.84E-05,0.00022393,0.00013367,0.0038391,0.00039012,0.00028353
633.01,0.00032266,7.67E-05,0.00023387,0.00013082,0.0039774,0.00039794,0.00025978
633.24,0.00029688,7.48E-05,0.00024085,0.0001258,0.0041257,0.00040088,0.00028006
633.47,0.00027118,7.32E-05,0.00026168,0.00012566,0.0042775,0.00040209,0.00015899
633.7,0.00025388,7.79E-05,0.00027461,0.00012288,0.0044293,0.00040329,0.0001633
633.93,0.0002356,8.01E-05,0.00029227,0.00011822,0.0045966,0.00040597,0.00015971
634.16,0.00022108,7.47E-05,0.00031169,0.00011219,0.0047861,0.00041078,0.00015919
634.39,0.00020473,7.71E-05,0.00032899,0.0001121,0.0049755,0.0004156,0.00016249
634.62,0.00019245,8.06E-05,0.00035165,0.00010672,0.0051668,0.00041985,0.0001665
634.85,0.00018442,8.04E-05,0.00037247,0.00010638,0.0053776,0.00041804,0.00016727
635.08,0.00017161,7.85E-05,0.00039481,0.00010827,0.0055884,0.00041624,0.00016724
635.31,0.00016593,8.21E-05,0.00042069,0.00010321,0.0057993,0.00041443,0.00019221
635.54,0.00015825,9.05E-05,0.00045056,0.0001022,0.0059678,0.00041171,0.00019391
635.77,0.00014783,9.19E-05,0.0004792,0.00010047,0.006123,0.00040871,0.00019547
636,0.0001396,9.21E-05,0.00051206,8.87E-05,0.0062783,0.0004057,0.0001915
636.23,0.00012404,9.64E-05,0.00055144,8.80E-05,0.0064501,0.00040086,0.0001931
636.46,0.00011316,9.91E-05,0.00060093,9.34E-05,0.0066436,0.00039364,0.0001941
636.69,0.00010919,9.19E-05,0.00065851,8.23E-05,0.0068371,0.00038641,0.00019403
636.92,0.00010459,8.00E-05,0.00072534,7.66E-05,0.00703,0.00037933,0.00019208
637.15,0.00010135,8.47E-05,0.00081864,7.40E-05,0.0072193,0.00037331,0.00019329
637.38,0.0001004,8.18E-05,0.00093276,6.00E-05,0.0074085,0.00036729,0.00019451
637.61,9.86E-05,8.00E-05,0.0010664,4.88E-05,0.0075978,0.00036127,0.00020025
637.84,9.42E-05,7.68E-05,0.0012252,5.46E-05,0.0077518,0.00036332,0.00019757
638.07,9.92E-05,6.97E-05,0.0013931,5.13E-05,0.0078962,0.00036754,0.00020135
638.3,0.0001019,6.54E-05,0.0015849,5.71E-05,0.0080407,0.00037175,0.00020689
638.54,0.00010477,6.19E-05,0.0018008,5.75E-05,0.008194,0.00037526,0.00020896
638.77,0.00010874,6.03E-05,0.0020431,4.68E-05,0.0083574,0.00037797,0.0002103
639,0.00010855,6.56E-05,0.0023206,4.71E-05,0.0085208,0.00038068,0.00021192
639.23,0.00010656,7.73E-05,0.0026248,4.05E-05,0.0086783,0.00038563,0.00021781
639.46,0.00010305,7.48E-05,0.002939,4.05E-05,0.0087999,0.00040399,0.00022319
639.69,9.61E-05,7.97E-05,0.0032664,5.32E-05,0.0089215,0.00042236,0.0002268
639.92,9.43E-05,7.89E-05,0.0035968,6.42E-05,0.0090432,0.00044073,0.00023008
640.15,9.61E-05,8.05E-05,0.0039163,5.40E-05,0.0091613,0.00043905,0.00023759
640.38,9.00E-05,8.30E-05,0.0042652,5.49E-05,0.0092788,0.00043303,0.00024616
640.61,8.42E-05,8.83E-05,0.0046144,4.63E-05,0.0093962,0.00042701,0.00025662
640.84,7.89E-05,8.28E-05,0.0049653,4.06E-05,0.0094968,0.00042581,0.00026505
641.07,7.54E-05,8.57E-05,0.0053142,4.17E-05,0.0095805,0.00042942,0.00027432
641.3,7.03E-05,8.38E-05,0.0056773,4.72E-05,0.0096642,0.00043304,0.00028509
641.53,6.79E-05,8.00E-05,0.0060636,5.65E-05,0.0097368,0.00044071,0.00029541
641.76,6.90E-05,8.70E-05,0.0064899,4.83E-05,0.0097588,0.00046692,0.00030963
641.99,6.79E-05,8.35E-05,0.0069846,4.30E-05,0.0097808,0.00049312,0.00032
642.23,6.16E-05,8.05E-05,0.0075482,3.93E-05,0.0098028,0.00051933,0.00032908
642.46,5.69E-05,8.20E-05,0.0081476,4.25E-05,0.00984,0.00053543,0.00034691
642.69,5.62E-05,8.08E-05,0.0086952,3.92E-05,0.0098798,0.00054989,0.00035936
642.92,5.06E-05,8.06E-05,0.0091774,4.67E-05,0.0099196,0.00056435,0.00037136
643.15,5.61E-05,7.96E-05,0.009586,5.54E-05,0.0099351,0.00057425,0.00038504
643.38,5.40E-05,8.38E-05,0.0099527,5.95E-05,0.00993,0.00058028,0.0004041
643.61,5.44E-05,8.70E-05,0.010247,6.37E-05,0.0099248,0.00058631,0.00041756
643.84,5.24E-05,8.52E-05,0.010489,6.05E-05,0.0099141,0.0005912,0.00042899
644.07,4.96E-05,7.97E-05,0.010684,7.58E-05,0.0098837,0.0005921,0.000444
644.3,4.90E-05,8.14E-05,0.010791,9.05E-05,0.0098533,0.00059301,0.00048354
644.53,5.12E-05,8.10E-05,0.010814,9.98E-05,0.0098228,0.00059391,0.00050651
644.76,5.04E-05,8.06E-05,0.010773,0.00011378,0.0097377,0.0005989,0.0005205
645,4.59E-05,8.86E-05,0.010734,0.00012599,0.0096467,0.00060432,0.00053988
645.23,5.12E-05,9.39E-05,0.010738,0.0001301,0.0095557,0.00060975,0.00055408
645.46,4.61E-05,0.000103,0.010804,0.00013858,0.0094495,0.00062327,0.00056118
645.69,4.64E-05,0.0001084,0.010876,0.00014124,0.0093326,0.00064256,0.00057799
645.92,4.59E-05,0.00011605,0.010986,0.00014701,0.0092156,0.00066185,0.00059856
646.15,4.16E-05,0.00012073,0.011051,0.00016396,0.0090956,0.00068429,0.00060996
646.38,4.35E-05,0.00012498,0.011069,0.00016597,0.0089672,0.00071534,0.00061661
646.61,4.24E-05,0.0001303,0.011054,0.00016702,0.0088387,0.00074639,0.00059841
646.84,4.26E-05,0.00014131,0.010992,0.00016928,0.0087103,0.00077744,0.00060124
647.07,4.32E-05,0.00014561,0.010907,0.00017152,0.008561,0.00077127,0.00060115
647.3,4.46E-05,0.00015805,0.010783,0.00017733,0.0084105,0.00076313,0.00059341
647.54,4.37E-05,0.0001612,0.010605,0.00018307,0.00826,0.00075498,0.0005847
647.77,4.53E-05,0.00017709,0.010328,0.00018591,0.0081086,0.0007732,0.00058437
648,5.20E-05,0.00019325,0.0099949,0.00019491,0.0079566,0.00080668,0.00056916
648.23,6.80E-05,0.00020877,0.0095666,0.00019561,0.0078046,0.00084015,0.00055254
648.46,9.45E-05,0.00023511,0.0091412,0.00019792,0.0076626,0.00087248,0.00053792
648.69,0.00011058,0.0002609,0.0086851,0.00019938,0.0075419,0.00090234,0.0005247
648.92,0.00012871,0.00028856,0.0082183,0.0002023,0.0074213,0.00093219,0.00051657
649.15,0.00013982,0.00031946,0.0077554,0.00020141,0.0073004,0.00096207,0.00049913
649.38,0.00016442,0.00035624,0.0073159,0.00019829,0.0070494,0.00099525,0.00049124
649.61,0.00018505,0.0003823,0.0069029,0.00019765,0.0067985,0.0010284,0.00048126
649.85,0.00020328,0.00042032,0.0065317,0.00020641,0.0065474,0.0010616,0.00047767
650.08,0.00022514,0.00045848,0.0062381,0.00021081,0.0063499,0.0011043,0.00047324
650.31,0.00024107,0.00048348,0.005999,0.00020753,0.0061768,0.0011514,0.00046452
650.54,0.00024695,0.00051419,0.0058397,0.00021236,0.0060036,0.0011985,0.00046297
650.77,0.00024214,0.00054885,0.00572,0.00020272,0.0058373,0.0012404,0.00046214
651,0.00023634,0.00057721,0.0056543,0.00020164,0.0056828,0.0012736,0.00045485
651.23,0.00022746,0.00060247,0.0056293,0.0001987,0.0055283,0.0013068,0.00044548
651.46,0.00021911,0.0006199,0.00564,0.00020226,0.0053714,0.0013395,0.00043773
651.69,0.00019849,0.00063835,0.0056657,0.00020272,0.0051743,0.0013652,0.00042174
651.93,0.00018422,0.00066854,0.0057086,0.0001982,0.0049772,0.0013908,0.000401
652.16,0.00016941,0.00070333,0.0057446,0.00018495,0.0047801,0.0014165,0.00038831
652.39,0.00015001,0.00073497,0.0057675,0.00017862,0.004637,0.0014226,0.00037227
652.62,0.00013501,0.00078708,0.005797,0.00017572,0.0045124,0.0014219,0.00036072
652.85,0.00011694,0.00084357,0.0058001,0.00016967,0.0043877,0.0014213,0.00037216
653.08,0.00010207,0.00090191,0.0057815,0.00017065,0.0042527,0.0014357,0.00035945
653.31,9.39E-05,0.00096873,0.0057487,0.00016661,0.0041042,0.0014699,0.00035274
653.54,8.96E-05,0.0010446,0.0056892,0.00015982,0.0039557,0.001504,0.00034222
653.78,8.44E-05,0.0011345,0.0056142,0.00014948,0.0038052,0.0015358,0.00034
654.01,8.16E-05,0.0012097,0.0055122,0.00013531,0.0036407,0.0015512,0.00033739
654.24,7.48E-05,0.0012691,0.0054,0.00012731,0.0034761,0.0015666,0.00034331
654.47,6.79E-05,0.0013131,0.0052955,0.0001251,0.0033115,0.001582,0.000339
654.7,6.43E-05,0.0013399,0.0051865,0.0001159,0.0031779,0.0015911,0.000341
654.93,5.29E-05,0.0013494,0.0050555,0.00010947,0.0030517,0.0015987,0.00034
655.16,5.22E-05,0.0013338,0.004911,9.81E-05,0.0029255,0.0016062,0.00030014
655.39,4.85E-05,0.0013083,0.0047631,8.71E-05,0.002815,0.0016221,0.00030066
655.63,4.69E-05,0.0012772,0.0046053,8.50E-05,0.0027205,0.0016466,0.00029686
655.86,4.46E-05,0.0012353,0.0044494,7.92E-05,0.0026259,0.0016711,0.00029811
656.09,4.43E-05,0.0011768,0.0042782,8.09E-05,0.0025324,0.0016918,0.00029355
656.32,4.40E-05,0.0011369,0.0041102,8.23E-05,0.0024433,0.001696,0.00029362
656.55,4.78E-05,0.0010953,0.0039322,8.08E-05,0.0023542,0.0017002,0.0003033
656.78,4.93E-05,0.0010577,0.003734,7.62E-05,0.0022651,0.0017045,0.00030065
657.01,5.30E-05,0.0010322,0.0035345,7.29E-05,0.0021741,0.0017106,0.00029556
657.25,5.82E-05,0.0010197,0.0033313,6.77E-05,0.0020828,0.0017169,0.00029614
657.48,6.25E-05,0.0010154,0.0031366,6.33E-05,0.0019916,0.0017232,0.00030542
657.71,6.78E-05,0.0010231,0.0029393,6.26E-05,0.0019174,0.0017371,0.00030242
657.94,6.82E-05,0.0010299,0.0027409,5.96E-05,0.0018564,0.0017567,0.00029946
658.17,7.39E-05,0.0010477,0.0025423,5.65E-05,0.0017954,0.0017764,0.00029795
658.4,8.03E-05,0.0010687,0.0023566,5.22E-05,0.0017339,0.0017908,0.00029726
658.63,8.88E-05,0.0010738,0.0021733,5.16E-05,0.0016714,0.0017899,0.00029369
658.87,9.33E-05,0.0010904,0.0020043,4.10E-05,0.0016088,0.001789,0.00027285
659.1,0.00010413,0.001108,0.0018451,3.26E-05,0.0015463,0.001788,0.00027531
659.33,0.00010617,0.001121,0.0017023,3.46E-05,0.0014831,0.0017745,0.00027479
659.56,0.00011104,0.0011213,0.0015741,3.74E-05,0.0014199,0.0017603,0.00026911
659.79,0.00011262,0.0011298,0.0014578,4.31E-05,0.0013568,0.0017461,0.00027065
660.02,0.00011192,0.0011358,0.0013562,5.03E-05,0.0013162,0.0017275,0.00027406
660.26,0.00011457,0.0011327,0.0012618,4.78E-05,0.0012884,0.0017063,0.00027561
660.49,0.00011573,0.0011288,0.0011761,5.13E-05,0.0012606,0.0016851,0.0002786
660.72,0.00011861,0.0011332,0.001099,5.34E-05,0.0012309,0.0016733,0.00028232
660.95,0.0001105,0.001144,0.0010327,5.57E-05,0.0011973,0.0016803,0.00028343
661.18,0.00010474,0.0011517,0.00097297,6.01E-05,0.0011637,0.0016872,0.00029511
661.41,9.61E-05,0.0011485,0.00092122,6.85E-05,0.0011293,0.001693,0.00029167
661.65,9.47E-05,0.0011509,0.00087256,6.84E-05,0.0010573,0.0016494,0.00029426
661.88,9.76E-05,0.0011526,0.00082314,6.69E-05,0.00098532,0.0016059,0.00029894
662.11,9.47E-05,0.0011557,0.0007799,6.53E-05,0.00091333,0.0015623,0.00029549
662.34,9.84E-05,0.0011442,0.00073738,5.40E-05,0.0009073,0.0015411,0.0002911
662.57,9.67E-05,0.0011303,0.00070839,5.96E-05,0.00092726,0.0015287,0.00028944
662.8,9.56E-05,0.0011175,0.00067918,6.47E-05,0.00094723,0.0015163,0.00027558
663.04,9.55E-05,0.0010916,0.00064726,5.88E-05,0.00095961,0.0014912,0.00027064
663.27,0.00010195,0.0010683,0.00062338,6.15E-05,0.00096112,0.001448,0.00026835
663.5,0.00010744,0.0010439,0.00060257,6.88E-05,0.00096263,0.0014047,0.00025303
663.73,0.00011221,0.0010198,0.00057949,7.20E-05,0.00095972,0.0013622,0.00025063
663.96,0.00011457,0.00099889,0.00055819,7.72E-05,0.00091919,0.0013262,0.00024316
664.19,0.00011385,0.00097343,0.00053894,8.82E-05,0.00087865,0.0012902,0.00023752
664.43,0.00011381,0.00094571,0.00052475,9.92E-05,0.0008381,0.0012542,0.00023332
664.66,0.00011211,0.00092007,0.00051159,0.0001098,0.00080312,0.0012397,0.00022743
664.89,0.00011373,0.000912,0.00049079,0.00011137,0.00076954,0.0012307,0.00022407
665.12,0.00011895,0.00088969,0.0004665,0.00011004,0.00073595,0.0012216,0.00022815
665.35,0.00012054,0.00087358,0.00045334,0.00012475,0.00072004,0.001204,0.00021873
665.58,0.00012298,0.00085211,0.00043675,0.00013106,0.00072216,0.0011776,0.00021332
665.82,0.0001255,0.00082153,0.00041766,0.00013908,0.00072427,0.0011513,0.00021563
666.05,0.00012966,0.0008046,0.00039956,0.00014262,0.00071745,0.0011252,0.00021498
666.28,0.00013208,0.00077854,0.0003843,0.00014899,0.00067265,0.0011001,0.00021082
666.51,0.00013261,0.00075479,0.0003697,0.0001533,0.00062786,0.001075,0.00020417
666.74,0.00013785,0.00073443,0.00035595,0.00016015,0.00058306,0.0010498,0.00019922
666.98,0.00014081,0.00071211,0.00033761,0.00017752,0.00059571,0.0010231,0.00019316
667.21,0.0001418,0.00068912,0.00032037,0.00018892,0.00061569,0.00099616,0.00019021
667.44,0.0001465,0.00064675,0.00031457,0.00019867,0.00063567,0.00096922,0.00017579
667.67,0.00014752,0.00062055,0.00030751,0.00021179,0.00062773,0.00094899,0.00017232
667.9,0.00014279,0.00059494,0.0002976,0.00022592,0.00059988,0.00093355,0.00016381
668.14,0.0001419,0.0005814,0.00028432,0.00023775,0.00057203,0.00091811,0.00016197
668.37,0.00013716,0.00056133,0.00028088,0.00025144,0.00054442,0.00089493,0.0001505
668.6,0.00013847,0.00053656,0.00026845,0.0002536,0.00051747,0.00085192,0.00014856
668.83,0.00013294,0.00051458,0.00026331,0.00025955,0.00049052,0.00080892,0.00014139
669.06,0.00013062,0.00049375,0.00025177,0.00025521,0.00046357,0.00076592,0.00013621
669.29,0.00012595,0.00047163,0.00024523,0.00025165,0.00047929,0.00075048,0.00013393
669.53,0.00012366,0.0004431,0.00024143,0.00024975,0.00049595,0.00073564,0.00011488
669.76,0.00011008,0.00043936,0.00022985,0.00025111,0.00051261,0.0007208,0.00013138
669.99,0.00010116,0.00041775,0.00021658,0.00023698,0.00051799,0.00069509,0.00012914
670.22,9.88E-05,0.00039922,0.00020797,0.00022462,0.00051799,0.0006642,0.00012556
670.46,8.89E-05,0.00037446,0.0002043,0.00021327,0.00051799,0.0006333,0.00011964
670.69,8.48E-05,0.00034764,0.00019535,0.00019976,0.00050855,0.0006082,0.00012943
670.92,7.43E-05,0.0003311,0.00018884,0.00018448,0.00048341,0.00059275,0.00012548
671.15,7.26E-05,0.00032142,0.0001767,0.00016636,0.00045826,0.0005773,0.00012953
671.38,6.22E-05,0.00029844,0.0001677,0.00015759,0.00043463,0.00056169,0.00012811
671.62,5.90E-05,0.00028579,0.00016043,0.00014353,0.00042978,0.00054411,0.0001284
671.85,5.43E-05,0.00026194,0.0001522,0.00012243,0.00042494,0.00052654,0.00014686
672.08,5.44E-05,0.00024594,0.00014914,0.00010814,0.00042009,0.00050897,0.00013685
672.31,5.27E-05,0.000232,0.00014482,9.54E-05,0.00042767,0.00049562,0.00013692
672.54,4.81E-05,0.00021394,0.00013805,7.85E-05,0.00043889,0.00048349,0.00013606
672.78,4.66E-05,0.00020043,0.00013095,6.82E-05,0.0004501,0.00047137,0.00013633
673.01,4.49E-05,0.00018757,0.00012126,5.85E-05,0.0004455,0.00045997,0.00012368
673.24,4.15E-05,0.00017806,0.00011599,5.94E-05,0.00042337,0.00044936,0.0001242
673.47,3.83E-05,0.00016238,0.00011599,5.93E-05,0.00040125,0.00043875,0.0001179
673.7,4.11E-05,0.00015558,0.00011229,5.24E-05,0.00038931,0.00043064,0.00011774
673.94,3.87E-05,0.00014422,0.00010879,4.60E-05,0.00042538,0.00043427,0.00011558
674.17,3.55E-05,0.00015447,0.00010731,5.08E-05,0.00046145,0.00043791,0.00010917
674.4,3.05E-05,0.00015385,0.00010384,4.50E-05,0.00049753,0.00044155,0.00010665
674.63,2.79E-05,0.00014601,0.00010123,4.27E-05,0.00048685,0.00045236,0.00010567
674.87,2.43E-05,0.00013899,9.99E-05,4.21E-05,0.00046957,0.00046418,0.0001076
